scheme,dist_bin,samples,pdr,latency_ms_mean,latency_ms_p95,sinr_mean,nlos_rate,busy_mean,retries_mean
C-V2X_Mode4_SPS,0,397171,0.9922099045499294,1.955058283600395,3.364477731625777,40.3001936174629,0.18312515264206097,0.0037052017057300863,0.0034896807672262073
C-V2X_Mode4_SPS,50,389338,0.9745722225932223,1.9662218605276562,3.401930914539591,25.911054993243418,0.30705197026747966,0.003705993250080547,0.010646276500110444
C-V2X_Mode4_SPS,100,378651,0.8947104325619105,2.0083307594992097,3.5511755019203273,18.469831714467414,0.4323770437685362,0.003702100350982473,0.04063636435662391
C-V2X_Mode4_SPS,150,367391,0.741839076079708,2.0896282892574765,3.894603860584472,12.628251497221616,0.5562248394761984,0.0036982216040490957,0.09543238674872274
C-V2X_Mode4_SPS,200,359243,0.5560999100887143,2.182927850340483,4.164432815566208,7.481611134659685,0.6825101672127223,0.003699070916714325,0.16071572723755229
C-V2X_Mode4_SPS,250,346964,0.3702372580440622,2.2789243637874286,4.448360902959875,2.736162433167552,0.8063286104610277,0.003706432559765689,0.22719648147934657
C-V2X_Mode4_SPS,300,337431,0.2654587160041609,2.3314553427468097,4.565003762392199,-0.12936127023591948,0.8497737315184438,0.0037029674214872936,0.2621721181515628
C-V2X_Mode4_SPS,350,327970,0.21847729975302618,2.353710090959125,4.73569027571343,-1.8813474550841538,0.8506082873433546,0.003706521937981774,0.27628441625758454
C-V2X_Mode4_SPS,400,318215,0.19255220527002184,2.364982925956698,4.745627726640216,-3.3467314765674803,0.8496739625724746,0.003703336842490829,0.28547365774712063
C-V2X_Mode4_SPS,450,306076,0.1741201531645735,2.3773325445181075,4.825491290231331,-4.73073163466166,0.8503280231053725,0.003704038648352773,0.29208758608972935
C-V2X_Mode4_SPS,500,298376,0.16544226077164384,2.377710780356733,4.725617468499731,-5.869289245663482,0.8492003378287798,0.003708023880383229,0.2941154784567123
C-V2X_Mode4_SPS,550,284486,0.1570270593280513,2.3835661081421557,4.737666329573728,-7.008186718510526,0.8506218232180143,0.0037054992747149753,0.2965769844561771
C-V2X_Mode4_SPS,600,274551,0.15265287687897694,2.3805065260169154,4.701886306764558,-8.000108083174952,0.8495179402005456,0.0037077749974803757,0.295915877195858
C-V2X_Mode4_SPS,650,264147,0.14781163518798246,2.384043233378413,4.763091884325193,-8.951224992165939,0.8502349070782557,0.0037038467217114157,0.2996551162799502
DSRC_80211p,0,374002,0.9126100929941551,3.369284442445091,7.905420191827212,30.353305285454447,0.183159448345196,0.005998090325125502,0.20850958016267293
DSRC_80211p,50,367384,0.7882978028438908,4.01540505490806,9.78478114176892,15.942465355615687,0.3069077586394617,0.006002553791733,0.4702844979639832
DSRC_80211p,100,358269,0.6660246909445138,4.656703441576418,11.302175909067776,8.456651554982471,0.43125975175077946,0.00599495537338281,0.7314671378210228
DSRC_80211p,150,349390,0.5239617619279315,5.37977883431697,12.30988515272191,2.5307805495812623,0.5566701966284096,0.0060059723136509065,1.0245170153696443
DSRC_80211p,200,337901,0.3781995318155318,6.084169892061464,12.756577792854808,-2.677363976292548,0.6829367181511744,0.006004053126671375,1.3125826795422328
DSRC_80211p,250,329224,0.24402230700070468,6.7139773004575805,13.336114110886637,-7.346957542772727,0.8064175151264792,0.006004098526635865,1.5696395159526644
DSRC_80211p,300,321335,0.1751349837397109,7.021608814848845,13.422313949734814,-10.153086125382305,0.8480433192773896,0.005995383841369611,1.6921530489987084
DSRC_80211p,350,309277,0.14486689925212673,7.139497491549226,13.416566117305017,-11.965179634081377,0.8504738470691322,0.005995359068622983,1.7420758737313153
DSRC_80211p,400,302609,0.12589182740764485,7.207409014518164,13.506826718712512,-13.522076450776865,0.8508603511461985,0.005996561018783908,1.7727694814100043
DSRC_80211p,450,292290,0.11577884977248623,7.257084548642174,13.608061018876255,-14.872987499717496,0.8494269389989394,0.00599702730545336,1.7881590201512196
DSRC_80211p,500,283537,0.10716061748554863,7.290471536341504,13.634721082558602,-16.12451696250531,0.8506579388227992,0.0060053459611184214,1.8035071260540951
DSRC_80211p,550,272395,0.10187778777143487,7.316941310053396,13.65934752617796,-17.173030840172217,0.8499201527193965,0.00600139095390426,1.8132528130105179
DSRC_80211p,600,264012,0.09799933336363499,7.330096283696559,13.564119195131966,-18.205973918940273,0.8493629077466176,0.006001478047293639,1.8208187506628486
DSRC_80211p,650,255136,0.09321303148124922,7.369097605550017,13.755331201730238,-19.20122148080662,0.8506169258748275,0.006008638530038376,1.8309372256365233
